ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
hsa05418	hsa05418	Fluid shear stress and atherosclerosis	24/783	139/8464	0.00194135699907861	0.0107109351673303	0.00736376792753956	ACTB/PECAM1/TNFRSF1A/MAPK14/RAC2/CYBA/ICAM1/NCF1/RAC1/PIK3CD/IL1R1/NCF2/MAP3K5/NFE2L2/SQSTM1/MMP9/RHOA/GSTO2/MGST2/ARHGEF2/MAP2K4/TRPV4/MAPK13/THBD	24	PPI_node
hsa04610	hsa04610	Complement and coagulation cascades	17/783	86/8464	0.00198246933300305	0.0107523760434064	0.00739225852984187	PLAUR/SERPINA1/ITGB2/PLAU/ITGAX/ITGAM/CFD/CD59/CR1/VSIG4/CD55/C5AR1/F7/THBD/F5/CR1L/F12	17	PPI_node
hsa04611	hsa04611	Platelet activation	22/783	124/8464	0.00206634629934829	0.010939807367752	0.00752111756532953	ACTB/MAPK3/MAPK14/VASP/FCGR2A/GNAQ/GNAI2/TLN1/PIK3CD/SYK/LYN/RHOA/P2RX1/APBB1IP/TBXAS1/GNAI3/FERMT3/SNAP23/PRKACA/PRKG2/MAPK13/PLCG2	22	PPI_node
hsa05223	hsa05223	Non-small cell lung cancer	15/783	72/8464	0.00208540077947773	0.010939807367752	0.00752111756532953	RXRA/MAPK3/STAT3/RAF1/E2F3/STAT5B/STAT5A/E2F1/PIK3CD/FOXO3/GRB2/SOS2/PLCG2/JAK3/TGFA	15	PPI_node
hsa04966	hsa04966	Collecting duct acid secretion	8/783	27/8464	0.00233213421002449	0.0120368217291586	0.00827531493879657	ATP6V1A/ATP6V1E1/ATP6V0A1/ATP6V0D1/ATP6V1C1/TCIRG1/ATP6V0E1/ATP6V1B2	8	PPI_node
hsa04217	hsa04217	Necroptosis	26/783	159/8464	0.00283848894288234	0.0144177216146404	0.00991218361006531	GLUL/TLR4/STAT3/TNFRSF1A/TNFSF10/IFNAR1/STAT5B/FADD/CFLAR/NLRP3/STAT5A/CAPN1/SQSTM1/CYBB/CHMP1A/BID/SHARPIN/CHMP4B/JAK3/IFNGR1/CHMP2A/TICAM2/IFNGR2/PYGL/PYGM/IFNAR2	26	PPI_node
hsa05145	hsa05145	Toxoplasmosis	20/783	112/8464	0.00298988503032158	0.0149238559253237	0.01026015094866	TLR4/MAPK3/BCL2L1/STAT3/TNFRSF1A/NFKBIA/TGFB1/PPIF/MAPK14/GNAI2/HSPA1B/ALOX5/HSPA1A/MYD88/GNAI3/MAPK13/HSPA6/IFNGR1/IL10RB/IFNGR2	20	PPI_node
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	21/783	120/8464	0.00306585748764224	0.0149238559253237	0.01026015094866	MAPK3/STAT3/MAPK14/RAF1/GNAQ/STAT5B/GNAI2/GSK3B/SOCS3/STAT5A/PIK3CD/GRB2/GNAI3/CRK/PRKACA/SOS2/MAP2K4/CREB5/MAPK13/PLCG2/JUNB	21	PPI_node
hsa05215	hsa05215	Prostate cancer	18/783	97/8464	0.00308393879388311	0.0149238559253237	0.01026015094866	MAPK3/IGF1R/PTEN/TCF7L2/NFKBIA/RAF1/E2F3/GSK3B/E2F1/PIK3CD/PLAU/MMP9/GRB2/SOS2/CREB5/TGFA/SPINT1/PDGFD	18	PPI_node
hsa05165	hsa05165	Human papillomavirus infection	46/783	331/8464	0.00312468233436465	0.0149238559253237	0.01026015094866	MAPK3/CDC42/NOTCH1/PTEN/TCF7L2/PKM/TNFRSF1A/ITGB4/IRF1/RAF1/JAG1/NOTCH2/PXN/IFNAR1/ATP6V1A/ITGA5/FADD/GSK3B/PSEN1/MX2/HEY1/RBPJ/E2F1/PIK3CD/SPP1/PTGS2/GRB2/ATP6V1E1/HLA-C/HLA-B/HLA-E/ATP6V0A1/PRKACA/SOS2/PPP2R5A/ATP6V0D1/ATP6V1C1/TCIRG1/ATP6V0E1/ATP6V0B/ATP6V1B2/CREB5/BCAP31/COL9A3/IFNAR2/MAML3	46	PPI_node
hsa05169	hsa05169	Epstein-Barr virus infection	31/783	202/8464	0.00327560014499836	0.0154145889176393	0.010597529880877	STAT3/NFKBIA/MAPK14/E2F3/ICAM1/IFNAR1/FADD/RBPJ/E2F1/RAC1/PIK3CD/NFKB2/SYK/LYN/APAF1/VIM/MYD88/BCL2L11/HLA-C/HLA-B/HLA-E/ENTPD1/BID/MAP2K4/PSMD4/MAPK13/NFKBIE/PLCG2/JAK3/CIR1/IFNAR2	31	PPI_node
hsa04926	hsa04926	Relaxin signaling pathway	22/783	129/8464	0.00343711576585735	0.0159402470300631	0.0109589198331684	MAPK3/NFKBIA/TGFB1/MAPK14/RAF1/GNAI2/PIK3CD/TGFBR2/MMP9/GRB2/GNB1/ARRB2/GNAI3/PRKACA/SOS2/MAP2K4/GNB2/GNB4/GNG11/CREB5/MAPK13/GNG5	22	PPI_node
hsa05212	hsa05212	Pancreatic cancer	15/783	76/8464	0.00362119737742856	0.0165540451539591	0.0113809060433469	MAPK3/CDC42/BCL2L1/STAT3/TGFB1/RAC2/RAF1/E2F3/E2F1/RAC1/PIK3CD/TGFBR2/RALBP1/TGFA/RALB	15	PPI_node
hsa05161	hsa05161	Hepatitis B	26/783	162/8464	0.00368701473175684	0.0166175311853829	0.0114245526899508	TLR4/MAPK3/STAT3/NFKBIA/TGFB1/MAPK14/RAF1/E2F3/IFNAR1/STAT5B/FADD/STAT5A/E2F1/PIK3CD/TGFBR2/APAF1/MYD88/MMP9/GRB2/BID/SOS2/MAP2K4/CREB5/MAPK13/JAK3/TICAM2	26	PPI_node
hsa04640	hsa04640	Hematopoietic cell lineage	18/783	99/8464	0.00387490478225273	0.0172217990322343	0.0118399868346611	CD36/ITGA5/ANPEP/IL6R/IL1R1/MME/ITGAM/CD14/CD33/CD59/CR1/CD1D/FCGR1A/CSF3R/CD55/CSF2RA/IL4R/CR1L	18	PPI_node
hsa05164	hsa05164	Influenza A	27/783	171/8464	0.0039348923103492	0.0172488430042705	0.0118585795654359	ACTB/TLR4/MAPK3/TNFRSF1A/NFKBIA/TNFSF10/RAF1/ICAM1/IFNAR1/FADD/SOCS3/MX2/NLRP3/PIK3CD/RNASEL/CCL5/APAF1/MYD88/ADAR/NUP98/NLRX1/BID/DNAJC3/TRIM25/IFNGR1/IFNGR2/IFNAR2	27	PPI_node
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	33/783	222/8464	0.00410863266103641	0.017746470328218	0.0122006983506499	MAPK3/BCL2L1/PTEN/TNFRSF1A/NFKBIA/TGFB1/SPI1/E2F3/ICAM1/STAT5B/TLN1/STAT5A/E2F1/ZFP36/PIK3CD/ITGB2/IL1R1/TGFBR2/NFKB2/HLA-C/HLA-B/HLA-E/ETS2/ANAPC10/PPP3R1/PPP3CA/ANAPC13/LTBR/PRKACA/MAP2K4/CREB5/JAK3/MAP3K3	33	PPI_node
hsa05162	hsa05162	Measles	23/783	139/8464	0.00415932898317609	0.017746470328218	0.0122006983506499	TLR4/BCL2L1/STAT3/NFKBIA/IFNAR1/STAT5B/FADD/GSK3B/MX2/STAT5A/PIK3CD/HSPA1B/TLR9/HSPA1A/APAF1/MYD88/MSN/ADAR/BID/BBC3/HSPA6/JAK3/IFNAR2	23	PPI_node
hsa04012	hsa04012	ErbB signaling pathway	16/783	85/8464	0.00442597895411237	0.0186357008594205	0.0128120443408516	MAPK3/RAF1/CBL/PAK1/STAT5B/GSK3B/STAT5A/PIK3CD/GRB2/CRK/PAK2/SOS2/GAB1/MAP2K4/PLCG2/TGFA	16	PPI_node
hsa05210	hsa05210	Colorectal cancer	16/783	86/8464	0.00498449543893734	0.0207147862397396	0.014241415539821	MAPK3/TCF7L2/TGFB1/RAC2/RAF1/GSK3B/RAC1/PIK3CD/TGFBR2/BCL2L11/GRB2/RHOA/BBC3/SOS2/TGFA/RALB	16	PPI_node
hsa05144	hsa05144	Malaria	11/783	50/8464	0.00513535035781373	0.0210681040320563	0.0144843215220387	LRP1/TLR4/PECAM1/CD36/TGFB1/ICAM1/ITGB2/TLR9/MYD88/CR1/CR1L	11	PPI_node
hsa04540	hsa04540	Gap junction	16/783	88/8464	0.00627369586821598	0.0254124389598622	0.0174710517849053	MAPK3/TUBA4A/RAF1/GNAQ/TUBA1A/GNAI2/TUBB4B/TUBB2A/GRB2/GNAI3/PRKACA/LPAR1/SOS2/PRKG2/MAP3K2/PDGFD	16	PPI_node
hsa05203	hsa05203	Viral carcinogenesis	30/783	204/8464	0.00705067964089742	0.0282027185635897	0.0193893690124679	MAPK3/CDC42/STAT3/PKM/HDAC7/NFKBIA/HDAC5/HDAC4/PXN/STAT5B/STAT5A/RBPJ/RAC1/PIK3CD/NFKB2/SYK/LYN/GRB2/GSN/ACTN1/RHOA/HLA-C/HLA-B/HLA-E/MAPKAPK2/LTBR/PRKACA/ATP6V0D1/CREB5/JAK3	30	PPI_node
hsa04910	hsa04910	Insulin signaling pathway	22/783	137/8464	0.00716752822872127	0.0283161609035902	0.0194673606212183	MAPK3/HK2/RAF1/CBL/GSK3B/SOCS3/PIK3CD/FLOT2/FLOT1/GRB2/HK3/CRK/PRKACA/SOS2/INPP5A/PRKAR1A/PPP1R3B/PPP1R3D/PYGL/PYGM/MKNK2/MKNK1	22	PPI_node
hsa04215	hsa04215	Apoptosis - multiple species	8/783	32/8464	0.00730431172903668	0.0285046311377041	0.0195969339071716	BCL2L1/TNFRSF1A/NGFR/FADD/APAF1/BCL2L11/BID/BBC3	8	PPI_node
hsa04150	hsa04150	mTOR signaling pathway	24/783	156/8464	0.00874677219909488	0.033722495225426	0.0231842154674804	MAPK3/IGF1R/PTEN/TNFRSF1A/RAF1/ATP6V1A/ULK1/GSK3B/PIK3CD/SGK1/RPS6KA1/GRB2/RHOA/ATP6V1E1/RRAGC/GRB10/SOS2/RRAGD/ATP6V1C1/ATP6V1B2/LAMTOR4/FNIP1/CAB39/STRADB	24	PPI_node
hsa04933	hsa04933	AGE-RAGE signaling pathway in diabetic complications	17/783	100/8464	0.00975931630781538	0.0371783478392967	0.0255601141395165	MAPK3/CDC42/STAT3/TGFB1/MAPK14/ICAM1/STAT5B/STAT5A/RAC1/PIK3CD/TGFBR2/PRKCD/CYBB/PLCD3/MAPK13/PLCG2/THBD	17	PPI_node
hsa00532	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	6/783	21/8464	0.00992706730481932	0.0373724886769669	0.0256935859654147	CHSY1/CHST11/CHST15/DSE/CSGALNACT1/CHST13	6	PPI_node
hsa04520	hsa04520	Adherens junction	16/783	93/8464	0.0106951965809967	0.0393386540910225	0.027045324687578	ACTB/MAPK3/IGF1R/CDC42/TCF7L2/RAC2/IQGAP1/CTNNA1/BAIAP2/RAC1/TGFBR2/WAS/ACTN1/RHOA/PTPN6/PTPRJ	16	PPI_node
hsa05323	hsa05323	Rheumatoid arthritis	16/783	93/8464	0.0106951965809967	0.0393386540910225	0.027045324687578	TLR4/TGFB1/ICAM1/ATP6V1A/ITGB2/CCL5/ATP6V1E1/TNFSF13/ATP6V0A1/ATP6V0D1/ATP6V1C1/TCIRG1/ATP6V0E1/ATP6V0B/ATP6V1B2/TNFRSF11A	16	PPI_node
hsa05225	hsa05225	Hepatocellular carcinoma	25/783	168/8464	0.0114125932660063	0.0415003391491137	0.0285314831650157	ACTB/MAPK3/IGF1R/BCL2L1/PTEN/SMARCD3/TCF7L2/TGFB1/RAF1/E2F3/GSK3B/E2F1/PIK3CD/TXNRD1/TGFBR2/NFE2L2/GRB2/GSTO2/MGST2/SOS2/GAB1/PLCG2/TGFA/FRAT1/FRAT2	25	PPI_node
hsa00520	hsa00520	Amino sugar and nucleotide sugar metabolism	10/783	49/8464	0.0127920525651152	0.0459938968633356	0.0316208040935432	PGM2/HK2/HK3/NPL/CHIT1/RENBP/NAGK/CYB5R1/CYB5R4/NANS	10	PPI_node
