ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0032970	GO:0032970	regulation of actin filament-based process	66/1376	406/18903	5.2776300889525e-10	4.87755167898352e-08	3.47929331670672e-08	MYADM/LRP1/CDC42/ARFIP1/ARF1/CORO1A/ARPC3/VASP/RAC2/NOTCH2/ARPC1A/CNN2/SLC9A1/PXN/IQGAP1/RHOB/PAK1/DBN1/ARPC5/TWF2/BAIAP2/HCLS1/FGF13/FLII/SVIL/RAC1/CAPZA2/HCK/PRKCD/CYFIP1/ARPC4/ARPC1B/GRB2/GSN/WAS/RHOA/TRIOBP/SSH2/RAPGEF3/TMOD1/ARAP1/MYBPC3/CRK/NEDD9/ARHGDIB/PAK2/RHOG/GMFG/ARHGEF10L/LPAR1/CDC42EP1/CAPG/RYR2/EFNA5/ID1/BST1/CDC42EP4/CDC42EP3/FES/SSH3/PPM1F/F11R/DSC2/TRPM2/KCNJ2/F2RL1	66	PPI_node
GO:0032418	GO:0032418	lysosome localization	25/1376	84/18903	6.73967274850776e-10	5.85126134074992e-08	4.17386750916358e-08	TFEB/RAC2/CBL/PIK3CD/SYK/LYN/RAB34/FGR/STXBP2/SPAG9/SNAP23/PLEKHM1/GAB2/UNC13D/PLEKHM2/NDEL1/MRGPRX2/LAT2/IL4R/CD300A/MILR1/LGALS9/FES/DEF8/CLNK	25	PPI_node
GO:1990849	GO:1990849	vacuolar localization	25/1376	84/18903	6.73967274850776e-10	5.85126134074992e-08	4.17386750916358e-08	TFEB/RAC2/CBL/PIK3CD/SYK/LYN/RAB34/FGR/STXBP2/SPAG9/SNAP23/PLEKHM1/GAB2/UNC13D/PLEKHM2/NDEL1/MRGPRX2/LAT2/IL4R/CD300A/MILR1/LGALS9/FES/DEF8/CLNK	25	PPI_node
GO:0002367	GO:0002367	cytokine production involved in immune response	30/1376	120/18903	1.49193996353082e-09	1.18743576838581e-07	8.47030970633253e-08	TLR4/CD36/TGFB1/CCR2/NOD2/NLRP3/IL1R1/BCL6/SYK/TLR9/MYD88/TNFRSF1B/HLA-E/CLEC7A/NLRX1/MAPKAPK2/LAPTM5/BCL10/TREM1/CD55/ARID5A/UBE2J1/HFE/PLCG2/JAK3/IRAK3/LILRB4/CLNK/LITAF/F2RL1	30	PPI_node
GO:0018212	GO:0018212	peptidyl-tyrosine modification	62/1376	382/18903	1.88515206999295e-09	1.42130544224468e-07	1.01385671575936e-07	AATK/MAPK3/IGF1R/PECAM1/PTPRC/MVP/CD36/PKM/TNFRSF1A/TGFB1/TSG101/CBL/NCF1/ITGA5/NOD2/CAMKK2/HCLS1/PSEN1/SOCS3/ITGB2/IL6R/SYK/LYN/CCL5/HCK/PRKCD/DLG4/CSK/UNC119/OSM/ARRB2/FGR/ZNF592/FCGR1A/PTPN6/SCYL1/ARHGEF2/NEDD9/PAK2/SH2B3/MAP2K4/EFNA5/PLCG2/BMX/JAK3/LILRB4/MERTK/BST1/CASS4/NEURL1/TGFA/EPHB1/EFNA1/CD300A/FES/LRRK1/HYAL2/PTPRJ/HIPK3/PDGFD/TPST1/SH3BP5L	62	PPI_node
GO:0032956	GO:0032956	regulation of actin cytoskeleton organization	60/1376	365/18903	2.09156330604301e-09	1.55644905761382e-07	1.11025841659125e-07	MYADM/LRP1/CDC42/ARFIP1/ARF1/CORO1A/ARPC3/VASP/RAC2/NOTCH2/ARPC1A/SLC9A1/PXN/IQGAP1/RHOB/PAK1/DBN1/ARPC5/TWF2/BAIAP2/HCLS1/FLII/SVIL/RAC1/CAPZA2/HCK/PRKCD/CYFIP1/ARPC4/ARPC1B/GRB2/GSN/WAS/RHOA/TRIOBP/SSH2/RAPGEF3/TMOD1/ARAP1/CRK/NEDD9/ARHGDIB/PAK2/RHOG/GMFG/ARHGEF10L/LPAR1/CDC42EP1/CAPG/EFNA5/ID1/BST1/CDC42EP4/CDC42EP3/FES/SSH3/PPM1F/F11R/TRPM2/F2RL1	60	PPI_node
GO:0050866	GO:0050866	negative regulation of cell activation	43/1376	221/18903	2.48117102576102e-09	1.82270640738598e-07	1.30018719204184e-07	ABAT/PTPRC/PTEN/GRN/SPI1/IRF1/CCR2/CEBPB/GLI3/BCL6/LYN/PRKCD/TYROBP/LILRB2/ADORA2A/MNDA/FGR/LAPTM5/TNFAIP8L2/CEACAM1/CR1/FGL2/PTPN6/VSIG4/SH2B3/HFE/IL4I1/PELI1/JAK3/PRKAR1A/LILRB4/MERTK/DUSP3/IL4R/THBD/ZBTB7B/CD300A/MILR1/CD300LF/LGALS9/CLNK/LST1/HLX	43	PPI_node
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	53/1376	305/18903	2.52731394327359e-09	1.8331023917668e-07	1.30760293693956e-07	NOTCH1/MYO9B/DENND1A/MFN2/RAF1/NOTCH2/CBL/GABARAP/RAC1/VAV1/FLOT1/BCL6/SQSTM1/PREX1/ARHGAP22/ARHGAP24/CYTH4/ARAP1/ARHGAP9/ARHGAP25/CRK/ARAP3/RALBP1/ARHGAP26/IQSEC1/ARHGEF2/ARHGAP30/SIPA1/ARHGAP27/GMIP/ARHGDIB/TIAM2/RGL2/FGD3/ARHGEF10L/ARHGEF17/ARHGEF40/ARHGEF11/LPAR1/FGD4/SOS2/GPR35/SIPA1L2/DENND3/RASGRP4/SHOC2/F11R/MAP4K4/SIPA1L1/TRIM67/F2RL1/KBTBD7/RALGAPA2	53	PPI_node
GO:0070997	GO:0070997	neuron death	60/1376	368/18903	2.88213133476771e-09	2.06432656852737e-07	1.47254157538198e-07	GAPDH/TLR4/BCL2L1/PPT1/G6PD/SOD2/GRN/NGFR/CORO1A/SLC9A1/CBL/LRRK2/FADD/CEBPB/GSK3B/PSEN1/SNCA/ITGB2/EGLN1/MAP3K5/TLR6/CCL5/APAF1/FOXO3/DDIT3/BCL2L11/ITGAM/MCL1/RHOA/ADAM8/NCSTN/TYROBP/TNFRSF1B/ADORA2A/ARRB2/NAIP/BID/SORL1/CTSZ/CHMP4B/PICALM/CPEB4/MAP3K11/MAP2K4/TMBIM6/INPP5A/BTG2/GSK3A/NMNAT1/BTBD10/EGLN2/EPHB1/CHP1/SIAH1/SULT1A4/DNAJC5/TRPM2/KCNB1/RILPL1/ZNF746	60	PPI_node
GO:0050764	GO:0050764	regulation of phagocytosis	27/1376	103/18903	3.19679760910012e-09	2.23385979270045e-07	1.59347434096736e-07	PTPRC/CD36/CYBA/CNN2/ATG3/NOD2/SYK/HCK/CSK/CFP/RAB31/CLEC7A/FGR/FPR2/DYSF/FCGR1A/SLC11A1/SIRPA/CAMK1D/SIRPB1/PLCG2/MERTK/FCN1/CD300A/CD300LF/PTPRJ/F2RL1	27	PPI_node
GO:0030595	GO:0030595	leukocyte chemotaxis	45/1376	240/18903	3.59102130292893e-09	2.4495895316408e-07	1.74736036582369e-07	MAPK3/CORO1A/SPI1/RAC2/CCR2/NOD2/CXCR2/RAC1/VAV1/PIK3CD/S100A8/ITGB2/IL6R/SYK/ALOX5/LYN/CCL5/DAPK2/PREX1/ADAM8/LYST/GPSM3/FPR2/S100A12/PADI2/CXCR1/CSF3R/TREM1/CAMK1D/TNFSF14/NEDD9/C5AR1/C5AR2/F7/TRPV4/BST1/RIN3/TNFRSF11A/IL17RA/LGALS9/CKLF/TRPM2/F2RL1/MOSPD2/SLC8B1	45	PPI_node
GO:0002718	GO:0002718	regulation of cytokine production involved in immune response	29/1376	118/18903	4.26418305890934e-09	2.77656465085801e-07	1.98060081551973e-07	TLR4/CD36/TGFB1/CCR2/NOD2/NLRP3/IL1R1/BCL6/SYK/TLR9/MYD88/TNFRSF1B/HLA-E/CLEC7A/NLRX1/MAPKAPK2/LAPTM5/BCL10/CD55/ARID5A/UBE2J1/HFE/PLCG2/JAK3/IRAK3/LILRB4/CLNK/LITAF/F2RL1	29	PPI_node
GO:2000116	GO:2000116	regulation of cysteine-type endopeptidase activity	44/1376	235/18903	5.59362613600546e-09	3.52214041311113e-07	2.5124407502729e-07	NGFR/CTSD/TNFSF10/RAF1/FADD/CFLAR/HIP1/NLRP3/SNCA/PLAUR/S100A8/AIM2/MAP3K5/SYK/RPS6KA1/APAF1/BCL2L11/PTGS2/MMP9/GSN/RHOA/ADORA2A/P2RX1/ARRB2/MEFV/CLEC7A/NLRP12/NAIP/LAPTM5/BID/BBC3/BCL10/DAPK1/ST20/TNFSF14/PAK2/ASPH/FNIP1/BCAP31/NOL3/MUL1/LGALS9/PPM1F/DAP	44	PPI_node
GO:0022604	GO:0022604	regulation of cell morphogenesis	53/1376	312/18903	5.71433903824773e-09	3.55903942273473e-07	2.53876184044805e-07	MYADM/CDC42/CORO1A/RAC2/RHOB/DBN1/BAIAP2/FMNL1/RAC1/ITGB2/AGO4/HCK/MYO10/CYFIP1/DLG4/CORO1C/MSN/RHOA/CFL1/PREX1/TRIOBP/ARAP1/FGR/CRK/ARAP3/SPAG9/NEDD9/RHOG/DOCK5/FGD3/LPAR1/PLXNB2/CDC42EP1/FGD4/CDKL5/MARK2/UNC13D/PLXNC1/EFNA5/CUX1/MUL1/SEMA4A/CDC42EP4/PLEKHO1/CASS4/CDC42EP3/PLXNA2/FES/NTNG2/SYT2/F11R/LST1/PDZD8	53	PPI_node
GO:1903706	GO:1903706	regulation of hemopoiesis	64/1376	413/18903	6.78192293081778e-09	4.17853961221354e-07	2.98066856144487e-07	ACTB/TLR4/PTPRC/STAT3/SMARCD3/NFKBIA/TGFB1/SPI1/MAPK14/IRF1/JAG1/NOTCH2/CCR2/STAT5B/FADD/CEBPB/HCLS1/NLRP3/ZFP36/HSPA1B/GLI3/BCL6/TGFBR2/SYK/LYN/TLR9/HSPA1A/FOXO3/RHOA/ADAM8/TYROBP/LILRB2/EVI2B/HLA-B/NFKBIZ/PPP3CA/RCOR1/CEACAM1/RARA/CR1/FGL2/NFAM1/PTPN6/CSF3R/NEDD9/SOS2/TFE3/IL4I1/JAK3/JUNB/LILRB4/IL1RL2/TAL1/IL4R/TMEM176B/ZBTB7B/LILRB3/LGALS9/FES/TRIB1/ESRRA/HLX/RASSF2/ZFP36L1	64	PPI_node
GO:0051051	GO:0051051	negative regulation of transport	71/1376	479/18903	6.93076073815572e-09	4.18034305575077e-07	2.9819550078957e-07	ABAT/NR1H2/HMGCR/NOTCH1/PTEN/VAMP3/ARFIP1/CD36/TNFRSF1A/CORO1A/PPIF/SPI1/CNN2/RAB7A/ATG3/CCR2/LRRK2/GNAI2/SNCA/RAC1/TLR9/CYFIP1/PTGS2/DLG4/MMP9/CSK/PACSIN2/UNC119/LRPAP1/OSM/LILRB2/TNFRSF1B/PNKD/RAB33B/RAB11FIP1/PPP3R1/PPP3CA/DYSF/CEACAM1/CD33/SDCBP/SIRPA/PIM3/PXK/PICALM/GRB10/WWP2/OPRL1/NTSR1/DRD3/GPR35/HECW2/MCTP1/OS9/TMBIM6/UBE2J1/PRKG2/GSK3A/KLF7/CAB39/RIN3/CD300A/CD300LF/LGALS9/CHP1/SLC43A2/PPM1F/KCNB1/KCNE3/MIDN/OAZ2	71	PPI_node
GO:0001906	GO:0001906	cell killing	38/1376	189/18903	8.15310044996191e-09	4.67581526208365e-07	3.3353891177865e-07	GAPDH/BCL2L1/PTPRC/LAMP1/CORO1A/SPI1/ICAM1/STAT5B/FADD/TUBB4B/VAV1/SYK/MYD88/ITGAM/TYROBP/HLA-B/HLA-E/ARRB2/LYST/CLEC7A/S100A12/CEACAM1/CD59/CD1D/FCGR1A/STXBP2/KLRC1/CRK/PTPN6/TREM1/CD55/UNC13D/PLEKHM2/LYZ/LGALS9/CR1L/F2RL1/RNF19B	38	PPI_node
GO:0043303	GO:0043303	mast cell degranulation	18/1376	52/18903	1.15856565126883e-08	6.33439133589247e-07	4.51849757642518e-07	RAC2/CBL/PIK3CD/SYK/LYN/FGR/STXBP2/SNAP23/GAB2/UNC13D/MRGPRX2/LAT2/IL4R/CD300A/MILR1/LGALS9/FES/CLNK	18	PPI_node
GO:1901653	GO:1901653	cellular response to peptide	59/1376	373/18903	1.23116397784129e-08	6.63251383614327e-07	4.73115665026992e-07	LRP1/TLR4/IGF1R/CYP1B1/STAT3/CD36/SP1/NCOA1/PKM/NGFR/HDAC5/CYBA/SLC9A1/ICAM1/PXN/STAT5B/NOD2/CFLAR/GNAI2/BAIAP2/GSK3B/PSEN1/SOCS3/STAT5A/CASP4/TLR6/PPP1R9B/LYN/NFE2L2/VIM/FOXO3/PRKCD/BCL2L11/CYFIP1/GRB2/CSK/RAB31/AGTRAP/FPR2/ZNF592/CEACAM1/CRK/SORL1/ARHGEF2/GRB10/GAB1/ATP2B1/GSK3A/JAK3/ID1/NDEL1/ZBTB7B/OSBPL8/CPEB2/ZDHHC7/PTPRE/ESRRA/ZFP36L1/ZNF106	59	PPI_node
GO:0043254	GO:0043254	regulation of protein-containing complex assembly	63/1376	410/18903	1.23853225212449e-08	6.63251383614327e-07	4.73115665026992e-07	MYADM/NR1H2/TLR4/CDC42/CD36/SH3GLB1/CORO1A/TGFB1/ARPC3/MAPRE3/VASP/RAF1/ARPC1A/PAK1/DBN1/ARPC5/TWF2/BAIAP2/HCLS1/ULK1/FLII/GSK3B/SNCA/SVIL/RAC1/HSPA1B/CAPZA2/TLR6/SYK/HSPA1A/HCK/PRKCD/MYD88/BCL2L11/CYFIP1/LCP1/ARPC4/ARPC1B/GRB2/GSN/MSN/RHOA/TRIOBP/SSH2/TMOD1/MEFV/CLEC7A/PSRC1/BID/SORL1/ASAP1/CDC42EP1/CAPG/MED25/FNIP1/PLCG2/CDC42EP4/CDC42EP3/TAL1/FES/SSH3/RALB/VPS8	63	PPI_node
GO:0030100	GO:0030100	regulation of endocytosis	40/1376	209/18903	1.44409777739253e-08	7.66174098561037e-07	5.46533301132086e-07	LRP1/NR1H2/CDC42/PPT1/RAB5A/ARF1/CD36/TSG101/CBL/LRRK2/HIP1/SNCA/RAC1/FLOT1/SYK/CD63/DLG4/PACSIN2/UNC119/LRPAP1/CD14/ARRB2/RAB5B/RAB5C/RAB31/PPP3R1/PPP3CA/ZFYVE16/SDCBP/CD151/PICALM/DRD3/MCTP1/HFE/PLCG2/BMP2K/NUMB/RIN3/CD300A/F2RL1	40	PPI_node
GO:0070661	GO:0070661	leukocyte proliferation	56/1376	348/18903	1.56011697667906e-08	8.0535768255595e-07	5.74484041768118e-07	TLR4/MAPK3/BCL2L1/PTPRC/PTEN/CORO1A/IRF1/RAC2/CNN2/CCR2/STAT5B/FADD/CEBPB/BCL6/TGFBR2/SYK/LYN/TLR9/CCL5/PRKCD/MYD88/MSN/NCSTN/TYROBP/LILRB2/TNFRSF1B/HLA-E/MNDA/CSF2RB/PPP3CA/CR1/CD1D/SLC11A1/BID/CD151/PTPN6/VSIG4/HHEX/TNFSF14/CD55/SOS2/TCIRG1/TNFRSF9/IL4I1/PELI1/JAK3/PRKAR1A/JUNB/LILRB4/BST1/CSF2RA/ZBTB7B/CD300A/LGALS9/LST1/F2RL1	56	PPI_node
GO:0010563	GO:0010563	negative regulation of phosphorus metabolic process	66/1376	441/18903	1.61133500490621e-08	8.24370498045765e-07	5.8804641203485e-07	MYADM/LRP1/HMGCR/PTPRC/STAT3/MVP/PTEN/TGFB1/TSG101/CBL/HDAC4/IQGAP1/GNAQ/LRRK2/GNAI2/GSK3B/PSEN1/SOCS3/SNCA/PPP1R9B/LYN/PRKCD/CORO1C/CSK/ADAR/CDA/ADORA2A/ARRB2/NLRP12/BOD1L1/CEACAM1/SLC8A1/SIRPA/PTPN6/SORL1/HHEX/SPAG9/PAK2/GRB10/SH2B3/PPP2R5A/FKBP1A/DNAJC3/GSK3A/PRKAR1A/IRAK3/LILRB4/DUSP3/CTDSP2/CBFA2T3/CD300A/LRRK1/CDKN1C/TRIB1/CHP1/HYAL2/PTPRJ/PPM1F/MLLT1/RGS14/DUSP6/HIPK3/LATS2/RASSF2/MIDN/SH3BP5L	66	PPI_node
GO:0043087	GO:0043087	regulation of GTPase activity	59/1376	376/18903	1.65961567971236e-08	8.41557331393966e-07	6.00306258437177e-07	TBC1D10B/IQGAP1/LRRK2/GSK3B/VAV1/BCL6/CCL5/CORO1C/PREX1/ARHGAP22/ARHGAP24/SNX18/ADAP1/ADAP2/ARRB2/RAPGEF3/TBC1D1/TBC1D2/ARAP1/ARHGAP9/ARHGAP25/CRK/ARAP3/ASAP1/RALBP1/PICALM/IQSEC1/NEDD9/SIPA1/ARHGAP27/GMIP/RHOG/TIAM2/RGL2/FGD3/PLXNB2/FGD4/CDKL5/SOS2/PLXNC1/EFNA5/SIPA1L2/NDEL1/RASGRP4/RGS10/PLXNA2/CCPG1/SBF2/CPEB2/F11R/MAP4K4/SIPA1L1/RGS14/EVI5/F2RL1/RAPGEF2/TBC1D14/RGL4/RALGAPA2	59	PPI_node
GO:0070663	GO:0070663	regulation of leukocyte proliferation	47/1376	269/18903	1.68083723086385e-08	8.44841871302618e-07	6.02649212137056e-07	TLR4/MAPK3/BCL2L1/PTPRC/PTEN/CORO1A/IRF1/RAC2/CNN2/CCR2/STAT5B/FADD/CEBPB/BCL6/TGFBR2/SYK/LYN/TLR9/CCL5/MYD88/TYROBP/LILRB2/TNFRSF1B/HLA-E/MNDA/CSF2RB/PPP3CA/CR1/CD1D/BID/PTPN6/VSIG4/HHEX/CD55/SOS2/TNFRSF9/IL4I1/PELI1/JAK3/PRKAR1A/LILRB4/BST1/CSF2RA/ZBTB7B/CD300A/LGALS9/LST1	47	PPI_node
GO:0032102	GO:0032102	negative regulation of response to external stimulus	65/1376	436/18903	2.40802891707973e-08	1.179316726057e-06	8.41239431850706e-07	ABAT/NR1H2/PTPRC/NOTCH1/PTEN/LPCAT3/GRN/TNFRSF1A/MAPK14/NOD2/SOCS3/NLRP3/PLAUR/ZFP36/PLAU/FURIN/SYK/ALOX5/LYN/HCK/SPP1/PRKCD/ADAR/TNFRSF1B/HLA-B/HLA-E/ADORA2A/ARRB2/MEFV/NLRX1/NLRP12/FGR/FPR2/TNFAIP8L2/PADI2/CEACAM1/CR1/AOAH/FGL2/KLRC1/SIRPA/CRK/VSIG4/SHARPIN/SH2B3/NFKBIL1/DRD3/C5AR2/NMI/IRAK3/DUSP3/MUL1/SEMA4A/RIN3/THBD/LILRA2/LGALS9/TRIB1/KIAA0319/SEMA4B/SEMA6B/F12/TRIM21/SEC14L1/ZDHHC18	65	PPI_node
GO:0002685	GO:0002685	regulation of leukocyte migration	42/1376	231/18903	2.98803597804653e-08	1.42678717951722e-06	1.01776699146971e-06	MAPK3/CORO1A/SPI1/RAC2/CNN2/ICAM1/CCR2/NOD2/FADD/CXCR2/RAC1/IL6R/IL1R1/LYN/CCL5/MYD88/MSN/RHOA/DAPK2/ADAM8/GPSM3/FPR2/PADI2/MADCAM1/CRK/CAMK1D/TNFSF14/NEDD9/RHOG/C5AR1/PTAFR/C5AR2/F7/TRPV4/BST1/RIN3/CD300A/LGALS9/F2RL1/PDGFD/MOSPD2/SLC8B1	42	PPI_node
GO:0031623	GO:0031623	receptor internalization	28/1376	121/18903	3.23084305966743e-08	1.51743694523725e-06	1.08242999143129e-06	LRP1/RAB5A/ARF1/CD36/CXCR2/SNCA/ITGB2/FLOT1/SYK/CD63/DLG4/GRB2/LRPAP1/ADM/RAMP1/ARRB2/RAB31/PPP3R1/CEACAM1/CXCR1/SDCBP/PICALM/DRD3/PLCG2/LILRB4/NUMB/RIN3/RALB	28	PPI_node
GO:0097191	GO:0097191	extrinsic apoptotic signaling pathway	41/1376	224/18903	3.58365773397411e-08	1.65103715276071e-06	1.1777307365059e-06	BCL2L1/PTPRC/PTEN/G0S2/TCF7L2/TNFRSF1A/TGFB1/SPI1/TNFSF10/RAF1/ICAM1/BCL2A1/FADD/CTNNA1/GABARAP/CFLAR/GSK3B/HSPA1B/IL6R/HSPA1A/FOXO3/BCL2L11/MCL1/TNFRSF1B/BID/TNFRSF10C/BCL10/DAPK1/SORT1/LTBR/ARHGEF2/PAK2/NOL3/GSK3A/STRADB/ITPRIP/DEDD2/HYAL2/STK3/MKNK2/TMBIM1	41	PPI_node
GO:1902903	GO:1902903	regulation of supramolecular fiber organization	59/1376	384/18903	3.60173898944309e-08	1.65103715276071e-06	1.1777307365059e-06	MYADM/CDC42/ARFIP1/ARF1/CORO1A/ARPC3/MAPRE3/VASP/ARPC1A/SLC9A1/PXN/PAK1/DBN1/ARPC5/TWF2/BAIAP2/HCLS1/FGF13/FLII/PSEN1/SNCA/SVIL/RAC1/HSPA1B/CAPZA2/HSPA1A/HCK/PRKCD/CYFIP1/PFDN4/ARPC4/ARPC1B/GRB2/GSN/WAS/RHOA/TRIOBP/SSH2/RAPGEF3/TMOD1/ARAP1/PSRC1/ARHGEF2/PAK2/GMFG/ARHGEF10L/LPAR1/CDC42EP1/CAPG/MID1IP1/TRPV4/ID1/CDC42EP4/CDC42EP3/FES/SSH3/PPM1F/F11R/F2RL1	59	PPI_node
GO:0045730	GO:0045730	respiratory burst	15/1376	39/18903	3.74987572643884e-08	1.70530062797576e-06	1.21643838310459e-06	GRN/RAC2/CYBA/NCF1/RAC1/PIK3CD/NCF4/NCF2/PGAM1/HCK/CYBB/CLEC7A/SLC11A1/CAMK1D/CD55	15	PPI_node
GO:0032535	GO:0032535	regulation of cellular component size	57/1376	367/18903	4.18229652483303e-08	1.88697315647979e-06	1.34603045221108e-06	MYADM/PTEN/RAB5A/CORO1A/ARPC3/VASP/ARPC1A/DBN1/ARPC5/TWF2/BAIAP2/HCLS1/FGF13/ULK1/FLII/GSK3B/SVIL/RAC1/VAV1/CAPZA2/HCK/SPP1/PRKCD/CYFIP1/ARPC4/ARPC1B/GRB2/GSN/WAS/MSN/RHOA/RTN4/TRIOBP/SSH2/TMOD1/PICALM/CDC42EP1/CDKL5/CAPG/TRPV4/LAMTOR4/EFNA5/DISC1/IFRD1/NDEL1/SEMA4A/CDC42EP4/RIN3/CDC42EP3/KIAA0319/SSH3/DIP2B/SEMA4B/SEMA6B/F2RL1/SLC12A6/SLC12A9	57	PPI_node
GO:0001909	GO:0001909	leukocyte mediated cytotoxicity	29/1376	134/18903	8.87886974758136e-08	3.71357106960885e-06	2.64899356356961e-06	PTPRC/LAMP1/CORO1A/SPI1/ICAM1/STAT5B/FADD/TUBB4B/VAV1/MYD88/ITGAM/TYROBP/HLA-B/HLA-E/ARRB2/LYST/CEACAM1/CD1D/FCGR1A/STXBP2/KLRC1/CRK/PTPN6/TREM1/UNC13D/PLEKHM2/LGALS9/F2RL1/RNF19B	29	PPI_node
GO:0042060	GO:0042060	wound healing	64/1376	442/18903	9.32887323304925e-08	3.79109529257959e-06	2.704293748707e-06	ABAT/ACTB/TLR4/ANXA5/PTEN/CD36/FUNDC2/TGFB1/MAPK14/RAF1/NOTCH2/CNN2/PAK1/GNAQ/ITGA5/CFLAR/TLN1/PLAUR/SERPINA1/VAV1/S100A8/PLAU/GLI3/MAP3K5/TGFBR2/SYK/ALOX5/LYN/NFE2L2/PRKCD/WAS/RHOA/ARHGAP24/ADORA2A/P2RX1/ENTPD1/DGKG/CLEC7A/CHMP1A/PPP3CA/DYSF/CEACAM1/CD59/PRCP/SLC11A1/FERMT3/CRK/CD151/PTPN6/CHMP4B/SH2B3/CLIC1/F7/PLCG2/MERTK/TGFA/CHMP2A/THBD/F5/EXT1/F11R/F12/F2RL1/LRG1	64	PPI_node
GO:0031667	GO:0031667	response to nutrient levels	67/1376	474/18903	1.1845761349757e-07	4.68111810580052e-06	3.33917178374638e-06	GLUL/CD68/NR1H2/RXRA/MAPK3/IGF1R/CYP1B1/ACSL1/PLIN3/G6PD/SP1/NCOA1/SH3GLB1/SOD2/TFEB/GABARAPL2/MAPK14/CYBA/CBL/MAP1LC3B/LRRK2/NOD2/GABARAP/GNAI2/ULK1/ATG7/ZFP36/VDR/MAP3K5/TGFBR2/LAMP2/APAF1/SPP1/NFE2L2/FOXO3/DDIT3/CYBB/PTGS2/ADM/RARA/SLC8A1/BCL10/SORL1/RRAGC/CPEB4/F7/RRAGD/MAP1LC3B2/ZFYVE1/ATP2B1/TRPV4/FNIP1/HFE/CHSY1/MN1/NUAK2/TRIM25/TNFRSF11A/F5/FES/MTMR3/TPCN2/DSC2/DAP/KCNB1/RALB/PPM1D	67	PPI_node
GO:0050870	GO:0050870	positive regulation of T cell activation	43/1376	251/18903	1.20703049140075e-07	4.73718131214131e-06	3.3791632286295e-06	ACTB/PTPRC/SMARCD3/CORO1A/CCR2/STAT5B/NOD2/FADD/NLRP3/VAV1/FLOT2/GLI3/BCL6/TGFBR2/SYK/LYN/CCL5/FOXO3/RHOA/CSK/ADAM8/LILRB2/HLA-E/FCHO1/NFKBIZ/PPP3CA/RARA/CR1/CD1D/SIRPA/BCL10/PTPN6/TNFSF14/CD55/SIRPB1/IL4I1/JAK3/LILRB4/IL1RL2/IL4R/ZBTB7B/LGALS9/HLX	43	PPI_node
GO:1901214	GO:1901214	regulation of neuron death	51/1376	325/18903	1.53895123291546e-07	5.84171320229624e-06	4.1670565563546e-06	TLR4/BCL2L1/PPT1/G6PD/SOD2/GRN/CORO1A/CBL/LRRK2/CEBPB/GSK3B/PSEN1/SNCA/ITGB2/EGLN1/MAP3K5/TLR6/CCL5/FOXO3/DDIT3/BCL2L11/ITGAM/MCL1/RHOA/ADAM8/TYROBP/TNFRSF1B/ADORA2A/ARRB2/NAIP/SORL1/CTSZ/CHMP4B/PICALM/CPEB4/MAP3K11/MAP2K4/INPP5A/BTG2/GSK3A/NMNAT1/BTBD10/EGLN2/EPHB1/CHP1/SULT1A4/DNAJC5/TRPM2/KCNB1/RILPL1/ZNF746	51	PPI_node
GO:0031668	GO:0031668	cellular response to extracellular stimulus	44/1376	262/18903	1.55518447240766e-07	5.86263620190518e-06	4.18198151409898e-06	GLUL/CD68/RXRA/MAPK3/IGF1R/PTPRC/PLIN3/SP1/NCOA1/SH3GLB1/TFEB/GABARAPL2/CBL/MAP1LC3B/LRRK2/GABARAP/ULK1/ATG7/VDR/MAP3K5/PPP1R9B/LAMP2/LYN/NFE2L2/FOXO3/RRAGC/CPEB4/SIPA1/ASGR1/RRAGD/MAP1LC3B2/ZFYVE1/ATP2B1/FNIP1/MN1/NUAK2/TNFRSF11A/FES/MTMR3/DSC2/DAP/KCNB1/RALB/PPM1D	44	PPI_node
GO:0001659	GO:0001659	temperature homeostasis	34/1376	178/18903	1.80471737557664e-07	6.75884350461054e-06	4.82127111755355e-06	ABAT/NR1H2/TLR4/IGF1R/ARRDC3/STAT3/NOTCH1/ACSL1/G0S2/CD36/MFN2/CCR2/CEBPB/RBPJ/SYK/DDIT3/SQSTM1/PTGS2/ADAMTS5/SLC25A44/PCTP/GRB10/NTSR1/TFE3/KDM6B/ID1/IP6K1/TNFRSF11A/IL4R/ZBTB7B/ZNF516/TLE3/TRPM2/DHRS7B	34	PPI_node
GO:0016032	GO:0016032	viral process	61/1376	421/18903	1.81904398105744e-07	6.76826104640202e-06	4.82798891212989e-06	TNIP1/CTDP1/BCL2L1/NOTCH1/LAMP1/SP1/TSG101/ICAM1/RAB7A/ITGA5/ANPEP/GSK3B/ZFP36/RNASEL/HSPA1B/FURIN/CCL5/HSPA1A/GSN/CFL1/ADAR/ZNFX1/APOBEC3A/IFITM2/RAB1B/RAB1A/CHMP1A/VAPA/CR1/SELPLG/CLEC5A/CHMP4B/IGF2R/CD55/CTBP2/WWP2/AVPR1B/EDEM2/ATG16L2/MGAT1/ST3GAL2/GSK3A/FCN1/TRIM25/CHMP2A/LGALS9/TPCN2/PCBP1/VPS37B/VPS37C/HYAL2/F11R/SRPK1/TRIM21/TRIM8/ZBED1/N4BP1/RAB43/ST6GALNAC3/ST6GALNAC4/ST6GALNAC2	61	PPI_node
